0,0
0.01,0.01257
0.02,0.025145
0.03,0.037725
0.04,0.050306
0.05,0.062886
0.06,0.075465
0.07,0.088039
0.08,0.10061
0.09,0.11317
0.1,0.12571
0.11,0.13825
0.12,0.15077
0.13,0.16328
0.14,0.17577
0.15,0.18823
0.16,0.20068
0.17,0.2131
0.18,0.22549
0.19,0.23785
0.2,0.25018
0.21,0.26248
0.22,0.27475
0.23,0.28697
0.24,0.29916
0.25,0.31131
0.26,0.32341
0.27,0.33547
0.28,0.34748
0.29,0.35945
0.3,0.37136
0.31,0.38321
0.32,0.39501
0.33,0.40676
0.34,0.41844
0.35,0.43006
0.36,0.44162
0.37,0.45311
0.38,0.46454
0.39,0.47589
0.4,0.48717
0.41,0.49838
0.42,0.50952
0.43,0.52057
0.44,0.53155
0.45,0.54244
0.46,0.55325
0.47,0.56397
0.48,0.57461
0.49,0.58515
0.5,0.59561
0.51,0.60597
0.52,0.61623
0.53,0.6264
0.54,0.63647
0.55,0.64644
0.56,0.6563
0.57,0.66606
0.58,0.67571
0.59,0.68525
0.6,0.69469
0.61,0.70401
0.62,0.71322
0.63,0.72231
0.64,0.73128
0.65,0.74013
0.66,0.74886
0.67,0.75747
0.68,0.76596
0.69,0.77432
0.7,0.78255
0.71,0.79065
0.72,0.79862
0.73,0.80646
0.74,0.81416
0.75,0.82173
0.76,0.82915
0.77,0.83644
0.78,0.84359
0.79,0.8506
0.8,0.85746
0.81,0.86418
0.82,0.87075
0.83,0.87717
0.84,0.88345
0.85,0.88957
0.86,0.89554
0.87,0.90136
0.88,0.90702
0.89,0.91253
0.9,0.91788
0.91,0.92307
0.92,0.9281
0.93,0.93297
0.94,0.93767
0.95,0.94222
0.96,0.9466
0.97,0.95081
0.98,0.95486
0.99,0.95874
1,0.96245
1.01,0.96599
1.02,0.96936
1.03,0.97256
1.04,0.97559
1.05,0.97844
1.06,0.98112
1.07,0.98363
1.08,0.98596
1.09,0.98811
1.1,0.99009
1.11,0.99189
1.12,0.99351
1.13,0.99495
1.14,0.99621
1.15,0.99729
1.16,0.99819
1.17,0.99891
1.18,0.99945
1.19,0.99981
1.2,0.99998
1.21,0.99997
1.22,0.99978
1.23,0.9994
1.24,0.99884
1.25,0.9981
1.26,0.99717
1.27,0.99606
1.28,0.99476
1.29,0.99328
1.3,0.99161
1.31,0.98976
1.32,0.98772
1.33,0.9855
1.34,0.9831
1.35,0.98051
1.36,0.97773
1.37,0.97478
1.38,0.97163
1.39,0.96831
1.4,0.9648
1.41,0.96111
1.42,0.95723
1.43,0.95317
1.44,0.94893
1.45,0.94451
1.46,0.93991
1.47,0.93513
1.48,0.93017
1.49,0.92502
1.5,0.9197
1.51,0.91421
1.52,0.90853
1.53,0.90268
1.54,0.89665
1.55,0.89045
1.56,0.88407
1.57,0.87752
1.58,0.8708
1.59,0.86391
1.6,0.85685
1.61,0.84962
1.62,0.84222
1.63,0.83465
1.64,0.82692
1.65,0.81902
1.66,0.81096
1.67,0.80274
1.68,0.79436
1.69,0.78582
1.7,0.77712
1.71,0.76826
1.72,0.75925
1.73,0.75009
1.74,0.74077
1.75,0.7313
1.76,0.72168
1.77,0.71192
1.78,0.70201
1.79,0.69195
1.8,0.68176
1.81,0.67142
1.82,0.66094
1.83,0.65033
1.84,0.63958
1.85,0.6287
1.86,0.61769
1.87,0.60655
1.88,0.59528
1.89,0.58388
1.9,0.57236
1.91,0.56072
1.92,0.54896
1.93,0.53709
1.94,0.5251
1.95,0.51299
1.96,0.50078
1.97,0.48846
1.98,0.47603
1.99,0.4635
2,0.45086
2.01,0.43813
2.02,0.42531
2.03,0.41238
2.04,0.39937
2.05,0.38627
2.06,0.37308
2.07,0.3598
2.08,0.34645
2.09,0.33302
2.1,0.31951
2.11,0.30592
2.12,0.29227
2.13,0.27854
2.14,0.26475
2.15,0.2509
2.16,0.23699
2.17,0.22302
2.18,0.209
2.19,0.19492
2.2,0.1808
2.21,0.16663
2.22,0.15241
2.23,0.13816
2.24,0.12387
2.25,0.10954
2.26,0.095181
2.27,0.080794
2.28,0.066382
2.29,0.051946
2.3,0.037491
2.31,0.023018
2.32,0.0085323
2.33,-0.0059644
2.34,-0.020469
2.35,-0.034978
2.36,-0.049489
2.37,-0.063998
2.38,-0.078503
2.39,-0.093
2.4,-0.10749
2.41,-0.12196
2.42,-0.13641
2.43,-0.15085
2.44,-0.16526
2.45,-0.17965
2.46,-0.194
2.47,-0.20833
2.48,-0.22262
2.49,-0.23687
2.5,-0.25107
2.51,-0.26523
2.52,-0.27935
2.53,-0.29341
2.54,-0.30742
2.55,-0.32137
2.56,-0.33526
2.57,-0.34908
2.58,-0.36284
2.59,-0.37653
2.6,-0.39015
2.61,-0.40368
2.62,-0.41714
2.63,-0.43052
2.64,-0.44381
2.65,-0.45701
2.66,-0.47012
2.67,-0.48314
2.68,-0.49605
2.69,-0.50887
2.7,-0.52158
2.71,-0.53419
2.72,-0.54668
2.73,-0.55906
2.74,-0.57133
2.75,-0.58348
2.76,-0.5955
2.77,-0.6074
2.78,-0.61918
2.79,-0.63082
2.8,-0.64233
2.81,-0.65371
2.82,-0.66494
2.83,-0.67603
2.84,-0.68698
2.85,-0.69778
2.86,-0.70844
2.87,-0.71894
2.88,-0.72928
2.89,-0.73947
2.9,-0.74949
2.91,-0.75935
2.92,-0.76905
2.93,-0.77858
2.94,-0.78794
2.95,-0.79713
2.96,-0.80614
2.97,-0.81497
2.98,-0.82362
2.99,-0.83209
3,-0.84038
3.01,-0.84848
3.02,-0.85639
3.03,-0.86411
3.04,-0.87163
3.05,-0.87896
3.06,-0.88609
3.07,-0.89303
3.08,-0.89976
3.09,-0.90628
3.1,-0.9126
3.11,-0.91872
3.12,-0.92462
3.13,-0.93032
3.14,-0.9358
3.15,-0.94107
3.16,-0.94612
3.17,-0.95096
3.18,-0.95557
3.19,-0.95997
3.2,-0.96414
3.21,-0.96809
3.22,-0.97181
3.23,-0.97531
3.24,-0.97859
3.25,-0.98163
3.26,-0.98444
3.27,-0.98703
3.28,-0.98938
3.29,-0.9915
3.3,-0.99338
3.31,-0.99504
3.32,-0.99645
3.33,-0.99763
3.34,-0.99857
3.35,-0.99928
3.36,-0.99975
3.37,-0.99998
3.38,-0.99996
3.39,-0.99971
3.4,-0.99922
3.41,-0.99849
3.42,-0.99752
3.43,-0.99631
3.44,-0.99486
3.45,-0.99317
3.46,-0.99123
3.47,-0.98905
3.48,-0.98664
3.49,-0.98398
3.5,-0.98108
3.51,-0.97794
3.52,-0.97456
3.53,-0.97095
3.54,-0.96709
3.55,-0.96299
3.56,-0.95866
3.57,-0.95408
3.58,-0.94927
3.59,-0.94423
3.6,-0.93895
3.61,-0.93343
3.62,-0.92768
3.63,-0.9217
3.64,-0.91549
3.65,-0.90905
3.66,-0.90237
3.67,-0.89547
3.68,-0.88835
3.69,-0.88099
3.7,-0.87342
3.71,-0.86562
3.72,-0.8576
3.73,-0.84936
3.74,-0.8409
3.75,-0.83223
3.76,-0.82334
3.77,-0.81424
3.78,-0.80493
3.79,-0.79541
3.8,-0.78569
3.81,-0.77576
3.82,-0.76563
3.83,-0.7553
3.84,-0.74477
3.85,-0.73404
3.86,-0.72312
3.87,-0.71201
3.88,-0.70072
3.89,-0.68923
3.9,-0.67757
3.91,-0.66572
3.92,-0.6537
3.93,-0.6415
3.94,-0.62913
3.95,-0.61659
3.96,-0.60388
3.97,-0.59101
3.98,-0.57798
3.99,-0.56479
4,-0.55145
4.01,-0.53795
4.02,-0.52431
4.03,-0.51053
4.04,-0.4966
4.05,-0.48253
4.06,-0.46833
4.07,-0.454
4.08,-0.43955
4.09,-0.42496
4.1,-0.41026
4.11,-0.39544
4.12,-0.38051
4.13,-0.36547
4.14,-0.35032
4.15,-0.33508
4.16,-0.31973
4.17,-0.30429
4.18,-0.28876
4.19,-0.27314
4.2,-0.25745
4.21,-0.24167
4.22,-0.22582
4.23,-0.2099
4.24,-0.19391
4.25,-0.17786
4.26,-0.16176
4.27,-0.1456
4.28,-0.12939
4.29,-0.11314
4.3,-0.096846
4.31,-0.080517
4.32,-0.064156
4.33,-0.047767
4.34,-0.031355
4.35,-0.014925
4.36,0.0015197
4.37,0.017974
4.38,0.034434
4.39,0.050895
4.4,0.067353
4.41,0.083802
4.42,0.10024
4.43,0.11666
4.44,0.13306
4.45,0.14943
4.46,0.16577
4.47,0.18208
4.48,0.19834
4.49,0.21456
4.5,0.23074
4.51,0.24686
4.52,0.26292
4.53,0.27892
4.54,0.29485
4.55,0.31071
4.56,0.32649
4.57,0.3422
4.58,0.35781
4.59,0.37334
4.6,0.38878
4.61,0.40411
4.62,0.41934
4.63,0.43447
4.64,0.44948
4.65,0.46437
4.66,0.47915
4.67,0.4938
4.68,0.50832
4.69,0.5227
4.7,0.53695
4.71,0.55105
4.72,0.56501
4.73,0.57881
4.74,0.59246
4.75,0.60595
4.76,0.61928
4.77,0.63244
4.78,0.64542
4.79,0.65823
4.8,0.67087
4.81,0.68331
4.82,0.69557
4.83,0.70764
4.84,0.71951
4.85,0.73118
4.86,0.74265
4.87,0.75391
4.88,0.76496
4.89,0.7758
4.9,0.78642
4.91,0.79682
4.92,0.80699
4.93,0.81694
4.94,0.82666
4.95,0.83614
4.96,0.84538
4.97,0.85438
4.98,0.86314
4.99,0.87165
5,0.87991
5.01,0.88792
5.02,0.89567
5.03,0.90317
5.04,0.9104
5.05,0.91737
5.06,0.92407
5.07,0.93051
5.08,0.93667
5.09,0.94256
5.1,0.94817
5.11,0.95351
5.12,0.95856
5.13,0.96333
5.14,0.96782
5.15,0.97203
5.16,0.97594
5.17,0.97957
5.18,0.9829
5.19,0.98594
5.2,0.98869
5.21,0.99114
5.22,0.9933
5.23,0.99516
5.24,0.99671
5.25,0.99797
5.26,0.99893
5.27,0.99958
5.28,0.99993
5.29,0.99998
5.3,0.99973
5.31,0.99917
5.32,0.9983
5.33,0.99713
5.34,0.99565
5.35,0.99387
5.36,0.99179
5.37,0.98939
5.38,0.9867
5.39,0.98369
5.4,0.98038
5.41,0.97677
5.42,0.97286
5.43,0.96864
5.44,0.96412
5.45,0.95929
5.46,0.95417
5.47,0.94875
5.48,0.94302
5.49,0.937
5.5,0.93069
5.51,0.92408
5.52,0.91718
5.53,0.90998
5.54,0.9025
5.55,0.89473
5.56,0.88667
5.57,0.87833
5.58,0.86971
5.59,0.8608
5.6,0.85162
5.61,0.84217
5.62,0.83244
5.63,0.82244
5.64,0.81218
5.65,0.80165
5.66,0.79086
5.67,0.77981
5.68,0.7685
5.69,0.75694
5.7,0.74514
5.71,0.73308
5.72,0.72079
5.73,0.70825
5.74,0.69548
5.75,0.68248
5.76,0.66925
5.77,0.6558
5.78,0.64212
5.79,0.62823
5.8,0.61413
5.81,0.59982
5.82,0.58531
5.83,0.57059
5.84,0.55568
5.85,0.54058
5.86,0.5253
5.87,0.50983
5.88,0.49419
5.89,0.47838
5.9,0.4624
5.91,0.44626
5.92,0.42996
5.93,0.4135
5.94,0.39691
5.95,0.38017
5.96,0.36329
5.97,0.34629
