0,-0.0003984,0.00038269,-2.5539e-05
0.01,-0.092995,0.090265,-0.028692
0.02,-0.18505,0.18013,-0.059546
0.03,-0.27562,0.26903,-0.092522
0.04,-0.36381,0.35605,-0.12753
0.05,-0.44875,0.44031,-0.16447
0.06,-0.52963,0.52096,-0.2032
0.07,-0.60568,0.59721,-0.24357
0.08,-0.67623,0.66834,-0.28541
0.09,-0.74065,0.73371,-0.32851
0.1,-0.79841,0.79272,-0.37263
0.11,-0.84907,0.84491,-0.41754
0.12,-0.89226,0.88988,-0.46295
0.13,-0.92773,0.92733,-0.50855
0.14,-0.9553,0.95707,-0.55404
0.15,-0.97491,0.97899,-0.59906
0.16,-0.98658,0.9931,-0.64327
0.17,-0.99042,0.9995,-0.68628
0.18,-0.98665,0.99841,-0.72771
0.19,-0.97555,0.99011,-0.76719
0.2,-0.9575,0.97498,-0.8043
0.21,-0.93295,0.95351,-0.83867
0.22,-0.90241,0.92623,-0.86992
0.23,-0.86645,0.89376,-0.89766
0.24,-0.82571,0.85678,-0.92154
0.25,-0.78084,0.816,-0.94123
0.26,-0.73254,0.77219,-0.95643
0.27,-0.68153,0.72614,-0.96684
0.28,-0.62854,0.67866,-0.97225
0.29,-0.57429,0.63056,-0.97244
0.3,-0.51952,0.58265,-0.96727
0.31,-0.46491,0.53574,-0.95662
0.32,-0.41115,0.49058,-0.94045
0.33,-0.35886,0.4479,-0.91877
0.34,-0.30863,0.40839,-0.89162
0.35,-0.26101,0.37266,-0.85913
0.36,-0.21646,0.34128,-0.82147
0.37,-0.1754,0.31473,-0.7789
0.38,-0.13815,0.29342,-0.73169
0.39,-0.105,0.27766,-0.68022
0.4,-0.076108,0.2677,-0.62488
0.41,-0.051596,0.26367,-0.56614
0.42,-0.031488,0.26562,-0.50451
0.43,-0.015733,0.27351,-0.44054
0.44,-0.0042015,0.28719,-0.37482
0.45,0.0033062,0.30644,-0.30799
0.46,0.0070612,0.33094,-0.24069
0.47,0.0073982,0.36031,-0.17358
0.48,0.0047102,0.39407,-0.10735
0.49,-0.00055865,0.43168,-0.04269
0.5,-0.0079205,0.47253,0.019734
0.51,-0.016852,0.51599,0.07925
0.52,-0.026803,0.56136,0.13521
0.53,-0.037207,0.60791,0.18701
0.54,-0.047487,0.6549,0.23405
0.55,-0.05707,0.70157,0.27581
0.56,-0.065391,0.74717,0.31181
0.57,-0.071908,0.79095,0.34161
0.58,-0.076106,0.83219,0.36485
0.59,-0.077508,0.87021,0.38126
0.6,-0.075684,0.90436,0.3906
0.61,-0.070255,0.93404,0.39275
0.62,-0.060902,0.95874,0.38764
0.63,-0.047374,0.97798,0.3753
0.64,-0.029488,0.99139,0.35583
0.65,-0.0071344,0.99865,0.32943
0.66,0.019719,0.99955,0.29636
0.67,0.051025,0.99397,0.25698
0.68,0.086659,0.98187,0.21172
0.69,0.12642,0.96331,0.16106
0.7,0.17003,0.93843,0.10558
0.71,0.21713,0.90748,0.045888
0.72,0.2673,0.87079,-0.017332
0.73,0.32007,0.82877,-0.083366
0.74,0.37489,0.78191,-0.15146
0.75,0.43116,0.73076,-0.22083
0.76,0.48826,0.67597,-0.29068
0.77,0.5455,0.61819,-0.3602
0.78,0.6022,0.55817,-0.42859
0.79,0.65765,0.49666,-0.49505
0.8,0.71114,0.43446,-0.55882
0.81,0.76194,0.37236,-0.61914
0.82,0.80937,0.31117,-0.67532
0.83,0.85274,0.25169,-0.7267
0.84,0.89144,0.1947,-0.77269
0.85,0.92485,0.14096,-0.81274
0.86,0.95243,0.09118,-0.84641
0.87,0.97372,0.046018,-0.87329
0.88,0.98829,0.0060809,-0.89307
0.89,0.99581,-0.028093,-0.90554
0.9,0.99602,-0.056042,-0.91054
0.91,0.98876,-0.077383,-0.90802
0.92,0.97395,-0.091822,-0.89801
0.93,0.95159,-0.099154,-0.88064
0.94,0.92179,-0.099269,-0.85609
0.95,0.88476,-0.092151,-0.82465
0.96,0.84078,-0.077881,-0.78667
0.97,0.79024,-0.056635,-0.74258
0.98,0.73361,-0.028684,-0.69287
0.99,0.67142,0.0056161,-0.63808
1,0.60432,0.04582,-0.57881
1.01,0.53299,0.091405,-0.5157
1.02,0.45818,0.14177,-0.4494
1.03,0.38071,0.19627,-0.38062
1.04,0.30142,0.25417,-0.31006
1.05,0.2212,0.31472,-0.23843
1.06,0.14094,0.37711,-0.16642
1.07,0.06156,0.44052,-0.094727
1.08,-0.016025,0.50411,-0.024016
1.09,-0.090914,0.56702,0.045082
1.1,-0.16223,0.62842,0.11197
1.11,-0.22913,0.68747,0.17611
1.12,-0.29082,0.7434,0.237
1.13,-0.34655,0.79542,0.2942
1.14,-0.39565,0.84284,0.34735
1.15,-0.43751,0.88498,0.39614
1.16,-0.4716,0.92128,0.44034
1.17,-0.49751,0.95119,0.47976
1.18,-0.51488,0.97427,0.51432
1.19,-0.52347,0.99017,0.54399
1.2,-0.52317,0.99861,0.56881
1.21,-0.51392,0.99941,0.58888
1.22,-0.49582,0.99246,0.60437
1.23,-0.46904,0.97778,0.6155
1.24,-0.43387,0.95544,0.62254
1.25,-0.39071,0.92563,0.6258
1.26,-0.34004,0.8886,0.62564
1.27,-0.28244,0.8447,0.62243
1.28,-0.21859,0.79435,0.61657
1.29,-0.14921,0.73804,0.60848
1.3,-0.075143,0.67632,0.59858
1.31,0.0027532,0.6098,0.58729
1.32,0.083548,0.53913,0.57501
1.33,0.16628,0.465,0.56212
1.34,0.24995,0.38812,0.54899
1.35,0.33355,0.30923,0.53595
1.36,0.41607,0.22908,0.52328
1.37,0.49651,0.14841,0.51123
1.38,0.57388,0.067938,0.49999
1.39,0.64723,-0.011614,0.48971
1.4,0.71565,-0.089567,0.48049
1.41,0.77827,-0.16528,0.47235
1.42,0.83432,-0.23815,0.46527
1.43,0.88308,-0.30763,0.45917
1.44,0.9239,-0.37323,0.45394
1.45,0.95624,-0.43453,0.44937
1.46,0.97965,-0.49116,0.44526
1.47,0.99379,-0.54285,0.44132
1.48,0.99842,-0.58936,0.43725
1.49,0.9934,-0.63055,0.4327
1.5,0.97871,-0.66637,0.42734
1.51,0.95444,-0.69679,0.42076
1.52,0.92079,-0.7219,0.4126
1.53,0.87807,-0.74183,0.40247
1.54,0.82669,-0.75678,0.39
1.55,0.76716,-0.76701,0.37483
1.56,0.70008,-0.77281,0.35663
1.57,0.62615,-0.77455,0.33512
1.58,0.54613,-0.77262,0.31004
1.59,0.46085,-0.76743,0.28119
1.6,0.37123,-0.75943,0.24842
1.61,0.27819,-0.74909,0.21164
1.62,0.18273,-0.73686,0.17085
1.63,0.085865,-0.72323,0.12609
1.64,-0.011389,-0.70864,0.077481
1.65,-0.108,-0.69355,0.025224
1.66,-0.20294,-0.67838,-0.030409
1.67,-0.2952,-0.66352,-0.089075
1.68,-0.38382,-0.64933,-0.15036
1.69,-0.46787,-0.63614,-0.21377
1.7,-0.54646,-0.62422,-0.27878
1.71,-0.61878,-0.6138,-0.34477
1.72,-0.68407,-0.60506,-0.41109
1.73,-0.74167,-0.59812,-0.47706
1.74,-0.791,-0.59307,-0.54193
1.75,-0.83156,-0.58991,-0.60497
1.76,-0.86295,-0.58862,-0.6654
1.77,-0.88487,-0.58913,-0.72245
1.78,-0.89713,-0.5913,-0.77537
1.79,-0.89964,-0.59496,-0.82342
1.8,-0.89241,-0.5999,-0.86589
1.81,-0.87554,-0.60588,-0.90211
1.82,-0.84927,-0.61262,-0.93146
1.83,-0.81389,-0.61984,-0.95339
1.84,-0.76981,-0.6272,-0.96742
1.85,-0.71754,-0.6344,-0.97316
1.86,-0.65763,-0.64111,-0.97028
1.87,-0.59074,-0.64701,-0.95859
1.88,-0.51758,-0.65179,-0.93796
1.89,-0.43893,-0.65515,-0.90838
1.9,-0.35561,-0.65682,-0.86996
1.91,-0.26847,-0.65657,-0.82292
1.92,-0.17841,-0.65418,-0.76756
1.93,-0.086343,-0.6495,-0.70431
1.94,0.0068161,-0.6424,-0.63372
1.95,0.10015,-0.63279,-0.55642
1.96,0.19273,-0.62067,-0.47312
1.97,0.28369,-0.60603,-0.38466
1.98,0.37216,-0.58897,-0.29191
1.99,0.4573,-0.56961,-0.19584
2,0.53835,-0.54812,-0.097468
2.01,0.61456,-0.52472,0.0021464
2.02,0.68528,-0.49968,0.10191
2.03,0.7499,-0.47332,0.20071
2.04,0.80787,-0.44597,0.29744
2.05,0.85875,-0.41801,0.39098
2.06,0.90214,-0.38985,0.48026
2.07,0.93775,-0.3619,0.56423
2.08,0.96534,-0.3346,0.64189
2.09,0.98477,-0.30839,0.71233
2.1,0.99598,-0.2837,0.77469
2.11,0.99899,-0.26095,0.82821
2.12,0.99388,-0.24056,0.87223
2.13,0.98082,-0.2229,0.90619
2.14,0.96005,-0.20833,0.92967
2.15,0.93187,-0.19715,0.94233
