0,-0.0014733,0.00048682,-0.0011528
0.01,-0.21901,0.21072,-0.30945
0.02,-0.42048,0.38787,-0.57679
0.03,-0.58818,0.52188,-0.77086
0.04,-0.70974,0.60786,-0.86813
0.05,-0.77937,0.64586,-0.85675
0.06,-0.7983,0.64017,-0.73814
0.07,-0.77421,0.59817,-0.5268
0.08,-0.71991,0.52905,-0.24868
0.09,-0.65129,0.4424,0.062033
0.1,-0.58496,0.34718,0.36702
0.11,-0.5358,0.25082,0.62853
0.12,-0.51481,0.15885,0.81405
0.13,-0.52749,0.074875,0.90025
0.14,-0.57303,0.00092931,0.87588
0.15,-0.64444,-0.061953,0.74315
0.16,-0.72945,-0.11306,0.51745
0.17,-0.81229,-0.15138,0.2254
0.18,-0.87596,-0.17522,-0.098414
0.19,-0.90473,-0.18203,-0.41575
0.2,-0.88653,-0.16864,-0.68941
0.21,-0.81489,-0.13182,-0.88788
0.22,-0.69021,-0.068958,-0.98909
0.23,-0.5201,0.021012,-0.98319
0.24,-0.31875,0.13684,-0.8736
0.25,-0.10535,0.27439,-0.67651
0.26,0.098093,0.42638,-0.4188
0.27,0.26957,0.58262,-0.13453
0.28,0.38985,0.7307,0.13931
0.29,0.44507,0.85711,0.3675
0.3,0.42873,0.94871,0.52093
0.31,0.34279,0.99428,0.58027
0.32,0.19774,0.98606,0.53828
0.33,0.011603,0.92104,0.40064
0.34,-0.19205,0.80173,0.18518
0.35,-0.38683,0.63632,-0.080476
0.36,-0.54668,0.43822,-0.36236
0.37,-0.6491,0.22487,-0.62448
0.38,-0.67796,0.016044,-0.83328
0.39,-0.62569,-0.1683,-0.96175
0.4,-0.49439,-0.31022,-0.99273
0.41,-0.29583,-0.39594,-0.92087
0.42,-0.050319,-0.41754,-0.75316
0.43,0.2156,-0.3741,-0.50786
0.44,0.47209,-0.27195,-0.21211
0.45,0.68954,-0.1242,0.10162
0.46,0.84202,0.0506,0.39956
0.47,0.91042,0.23051,0.65091
0.48,0.88476,0.3926,0.83148
