0,-0.00056725,0.00054853,-0.00017265,9.9838e-05
0.01,-0.074434,0.080906,-0.02937,0.09272
0.02,-0.14892,0.16023,-0.061997,0.1845
0.03,-0.22345,0.23787,-0.097676,0.27464
0.04,-0.29746,0.31319,-0.13598,0.36234
0.05,-0.37037,0.38556,-0.17646,0.44684
0.06,-0.44161,0.45435,-0.21859,0.52742
0.07,-0.51062,0.519,-0.26187,0.60338
0.08,-0.57687,0.57893,-0.30572,0.67409
0.09,-0.63983,0.63362,-0.3496,0.73896
0.1,-0.699,0.68261,-0.3929,0.79747
0.11,-0.75392,0.72544,-0.43506,0.84916
0.12,-0.80416,0.76173,-0.4755,0.89363
0.13,-0.84933,0.79116,-0.51363,0.93059
0.14,-0.88906,0.81345,-0.54892,0.9598
0.15,-0.92307,0.82838,-0.58083,0.9811
0.16,-0.95109,0.83581,-0.60887,0.99442
0.17,-0.97292,0.83566,-0.63256,0.99976
0.18,-0.98841,0.82789,-0.65149,0.99723
0.19,-0.99745,0.81256,-0.6653,0.98699
0.2,-1,0.78978,-0.67364,0.96928
0.21,-0.99607,0.75973,-0.67627,0.94445
0.22,-0.98572,0.72266,-0.67296,0.91287
0.23,-0.96906,0.67886,-0.66359,0.87502
0.24,-0.94626,0.62869,-0.64806,0.83142
0.25,-0.91755,0.57259,-0.62636,0.78264
0.26,-0.88317,0.51102,-0.59854,0.72933
0.27,-0.84344,0.44449,-0.56472,0.67214
0.28,-0.79871,0.37358,-0.52509,0.61178
0.29,-0.74935,0.29888,-0.47988,0.54898
0.3,-0.6958,0.22103,-0.42941,0.4845
0.31,-0.63848,0.14069,-0.37403,0.41909
0.32,-0.57788,0.05853,-0.31418,0.35351
0.33,-0.51447,-0.024745,-0.2503,0.28852
0.34,-0.44876,-0.10843,-0.18293,0.22485
0.35,-0.38127,-0.19183,-0.1126,0.16322
0.36,-0.3125,-0.27424,-0.039913,0.10431
0.37,-0.24298,-0.35497,0.03453,0.048769
0.38,-0.17319,-0.43334,0.11009,-0.0028142
0.39,-0.10365,-0.50872,0.18613,-0.049892
0.4,-0.034835,-0.58048,0.262,-0.091978
0.41,0.032802,-0.64804,0.33703,-0.12865
0.42,0.098822,-0.71084,0.41059,-0.15956
0.43,0.16282,-0.7684,0.48205,-0.18442
0.44,0.22442,-0.82025,0.55081,-0.20302
0.45,0.28327,-0.866,0.61627,-0.21525
0.46,0.33909,-0.90529,0.67791,-0.22105
0.47,0.39159,-0.93785,0.73521,-0.22045
0.48,0.44057,-0.96345,0.78771,-0.21356
0.49,0.48584,-0.9819,0.835,-0.20056
0.5,0.52726,-0.99312,0.87674,-0.18173
0.51,0.56474,-0.99705,0.91261,-0.15738
0.52,0.59824,-0.99372,0.94239,-0.12793
0.53,0.62773,-0.9832,0.9659,-0.093828
0.54,0.65327,-0.96564,0.98302,-0.055603
0.55,0.67492,-0.94122,0.99372,-0.013827
0.56,0.69278,-0.9102,0.99801,0.030883
0.57,0.70702,-0.87287,0.99598,0.077873
0.58,0.71781,-0.8296,0.98777,0.12646
0.59,0.72535,-0.78077,0.97358,0.17592
0.6,0.72988,-0.72681,0.95368,0.22556
0.61,0.73166,-0.6682,0.92838,0.27463
0.62,0.73096,-0.60544,0.89805,0.32242
0.63,0.72807,-0.53904,0.8631,0.36821
0.64,0.72328,-0.46955,0.82397,0.41132
0.65,0.71691,-0.39754,0.78114,0.45107
0.66,0.70926,-0.32357,0.73513,0.48683
0.67,0.70063,-0.24822,0.68646,0.51804
0.68,0.69132,-0.17205,0.63568,0.54414
0.69,0.68162,-0.09565,0.58333,0.56467
0.7,0.6718,-0.01956,0.52999,0.5792
0.71,0.66213,0.055672,0.47619,0.58738
0.72,0.65283,0.12953,0.42247,0.58895
0.73,0.64413,0.2015,0.36935,0.58371
0.74,0.6362,0.27113,0.31733,0.57152
0.75,0.62922,0.33797,0.26687,0.55234
0.76,0.6233,0.40161,0.21842,0.52623
0.77,0.61856,0.46168,0.17235,0.49329
0.78,0.61505,0.51786,0.12903,0.45373
0.79,0.61282,0.56984,0.088758,0.40782
0.8,0.61186,0.61739,0.051783,0.35592
0.81,0.61215,0.66028,0.01831,0.29847
0.82,0.61362,0.69835,-0.011514,0.23595
0.83,0.61619,0.73148,-0.037596,0.16893
0.84,0.61973,0.75958,-0.059897,0.098022
0.85,0.6241,0.78261,-0.078434,0.023895
0.86,0.62912,0.80056,-0.093276,-0.052737
0.87,0.63459,0.81347,-0.10454,-0.13113
0.88,0.64031,0.8214,-0.11241,-0.21049
0.89,0.64604,0.82446,-0.11709,-0.29004
0.9,0.65153,0.82278,-0.11884,-0.36895
0.91,0.65654,0.81652,-0.11795,-0.44642
0.92,0.66079,0.80586,-0.11477,-0.52163
0.93,0.66403,0.79101,-0.10964,-0.5938
0.94,0.66598,0.77219,-0.10295,-0.66215
0.95,0.66639,0.74966,-0.095107,-0.72594
0.96,0.66501,0.72365,-0.086512,-0.78447
0.97,0.66159,0.69443,-0.077589,-0.83709
0.98,0.6559,0.66227,-0.068755,-0.88319
0.99,0.64774,0.62744,-0.060424,-0.92224
1,0.6369,0.59022,-0.052998,-0.95377
1.01,0.62323,0.55087,-0.046861,-0.97738
1.02,0.60659,0.50967,-0.042377,-0.99274
1.03,0.58684,0.46685,-0.039882,-0.99961
1.04,0.56392,0.42269,-0.039679,-0.99784
1.05,0.53776,0.37741,-0.042039,-0.98734
1.06,0.50835,0.33124,-0.047189,-0.96815
1.07,0.47568,0.28439,-0.055318,-0.94035
1.08,0.43979,0.23707,-0.066567,-0.90413
1.09,0.40078,0.18946,-0.081033,-0.85977
1.1,0.35873,0.14172,-0.098764,-0.80763
1.11,0.31378,0.094009,-0.11976,-0.74812
1.12,0.26611,0.046465,-0.14397,-0.68177
1.13,0.21592,-0.00078895,-0.1713,-0.60916
1.14,0.16342,-0.047644,-0.2016,-0.53092
1.15,0.10886,-0.094005,-0.2347,-0.44776
1.16,0.052533,-0.13979,-0.27035,-0.36043
1.17,-0.0052822,-0.18492,-0.3083,-0.26973
1.18,-0.064269,-0.22934,-0.34825,-0.17648
1.19,-0.1241,-0.273,-0.38985,-0.081557
1.2,-0.18444,-0.31584,-0.43275,0.014175
1.21,-0.24493,-0.35783,-0.47658,0.10982
1.22,-0.30522,-0.39893,-0.52093,0.2045
1.23,-0.36496,-0.43911,-0.5654,0.29732
1.24,-0.42378,-0.47834,-0.60957,0.38743
1.25,-0.48134,-0.51657,-0.65304,0.47398
1.26,-0.53729,-0.55379,-0.69538,0.55617
1.27,-0.59129,-0.58995,-0.73622,0.63323
1.28,-0.64302,-0.62501,-0.77516,0.70445
1.29,-0.69218,-0.65894,-0.81185,0.76918
1.3,-0.73847,-0.69168,-0.84595,0.82682
1.31,-0.78163,-0.72318,-0.87717,0.87683
1.32,-0.82141,-0.75338,-0.90523,0.91878
1.33,-0.85759,-0.78223,-0.92991,0.95229
1.34,-0.88997,-0.80964,-0.95102,0.97706
1.35,-0.91839,-0.83556,-0.96841,0.9929
1.36,-0.94271,-0.85989,-0.98199,0.99967
1.37,-0.96281,-0.88256,-0.9917,0.99735
1.38,-0.97863,-0.90349,-0.99754,0.98599
1.39,-0.9901,-0.92259,-0.99955,0.96574
1.4,-0.99721,-0.93977,-0.99782,0.93683
1.41,-0.99996,-0.95496,-0.99249,0.89956
1.42,-0.9984,-0.96806,-0.98374,0.85433
1.43,-0.99258,-0.979,-0.97179,0.8016
1.44,-0.9826,-0.98771,-0.95689,0.74191
1.45,-0.96858,-0.99412,-0.93935,0.67587
1.46,-0.95065,-0.99818,-0.91949,0.60413
1.47,-0.92898,-0.99983,-0.89766,0.52741
1.48,-0.90374,-0.99905,-0.87424,0.44647
1.49,-0.87515,-0.99581,-0.84961,0.3621
1.5,-0.84341,-0.9901,-0.82419,0.27514
1.51,-0.80875,-0.98193,-0.79837,0.18643
1.52,-0.77141,-0.97132,-0.77257,0.096829
1.53,-0.73164,-0.95832,-0.74719,0.0072073
1.54,-0.6897,-0.94297,-0.72262,-0.081575
1.55,-0.64585,-0.92537,-0.69925,-0.16867
1.56,-0.60035,-0.90559,-0.67743,-0.25324
1.57,-0.55346,-0.88376,-0.65748,-0.3345
1.58,-0.50544,-0.86,-0.63971,-0.41167
1.59,-0.45655,-0.83446,-0.62438,-0.48403
1.6,-0.40703,-0.80729,-0.61172,-0.55092
1.61,-0.35714,-0.77869,-0.6019,-0.61172
1.62,-0.3071,-0.74882,-0.59507,-0.66587
1.63,-0.25714,-0.71791,-0.59133,-0.71288
1.64,-0.20747,-0.68615,-0.5907,-0.75235
1.65,-0.15828,-0.65378,-0.59319,-0.78393
1.66,-0.10976,-0.62101,-0.59874,-0.80735
1.67,-0.06208,-0.58807,-0.60725,-0.82244
1.68,-0.015396,-0.55519,-0.61856,-0.82908
1.69,0.030152,-0.52261,-0.63247,-0.82725
1.7,0.074442,-0.49055,-0.64875,-0.81702
1.71,0.11736,-0.45922,-0.6671,-0.79851
1.72,0.15883,-0.42884,-0.68721,-0.77194
1.73,0.19875,-0.3996,-0.70871,-0.73759
1.74,0.23707,-0.37168,-0.73123,-0.69584
1.75,0.27374,-0.34526,-0.75436,-0.6471
1.76,0.30873,-0.32047,-0.77767,-0.59186
1.77,0.34201,-0.29745,-0.80072,-0.53068
1.78,0.37357,-0.2763,-0.82305,-0.46415
1.79,0.40342,-0.25711,-0.84422,-0.39291
1.8,0.43156,-0.23991,-0.86379,-0.31765
1.81,0.45802,-0.22476,-0.88131,-0.23908
1.82,0.48282,-0.21163,-0.89637,-0.15795
1.83,0.50601,-0.20052,-0.90856,-0.075015
1.84,0.52762,-0.19136,-0.91751,0.0089567
1.85,0.54771,-0.18407,-0.9229,0.09319
1.86,0.56633,-0.17854,-0.9244,0.17692
1.87,0.58354,-0.17464,-0.92176,0.25937
1.88,0.5994,-0.17221,-0.91477,0.33982
1.89,0.61397,-0.17106,-0.90326,0.41755
1.9,0.62732,-0.17098,-0.88712,0.49187
1.91,0.63951,-0.17177,-0.86628,0.56212
1.92,0.6506,-0.17316,-0.84073,0.62771
1.93,0.66067,-0.17492,-0.81054,0.68807
1.94,0.66978,-0.17677,-0.7758,0.7427
1.95,0.67798,-0.17845,-0.73667,0.79114
1.96,0.68535,-0.17967,-0.69339,0.833
1.97,0.69194,-0.18016,-0.64621,0.86795
1.98,0.69781,-0.17964,-0.59545,0.89571
1.99,0.70301,-0.17785,-0.54149,0.91609
2,0.7076,-0.17452,-0.48473,0.92895
2.01,0.71163,-0.16941,-0.42563,0.93421
2.02,0.71514,-0.16228,-0.36467,0.93188
2.03,0.71818,-0.15293,-0.30236,0.92201
2.04,0.7208,-0.14117,-0.23924,0.90473
2.05,0.72303,-0.12684,-0.17586,0.88023
2.06,0.72492,-0.10981,-0.11279,0.84873
2.07,0.7265,-0.089973,-0.050603,0.81055
2.08,0.7278,-0.067262,0.010135,0.76603
2.09,0.72886,-0.041645,0.068863,0.71557
2.1,0.7297,-0.013124,0.12503,0.6596
2.11,0.73036,0.018264,0.17811,0.59862
2.12,0.73086,0.05244,0.22761,0.53312
2.13,0.73123,0.08929,0.27305,0.46364
2.14,0.73148,0.12866,0.31401,0.39076
2.15,0.73164,0.17037,0.35009,0.31505
2.16,0.73173,0.21419,0.38096,0.2371
2.17,0.73176,0.25987,0.40632,0.15752
2.18,0.73176,0.30711,0.42594,0.076896
2.19,0.73173,0.3556,0.43964,-0.0041613
2.2,0.73168,0.40499,0.4473,-0.085068
2.21,0.73163,0.45492,0.44886,-0.16525
2.22,0.73159,0.505,0.44432,-0.24414
2.23,0.73155,0.55483,0.43374,-0.32121
2.24,0.73153,0.604,0.41726,-0.39595
2.25,0.73153,0.65208,0.39505,-0.46788
2.26,0.73155,0.69864,0.36736,-0.53655
2.27,0.73158,0.74327,0.33448,-0.60155
2.28,0.73163,0.78555,0.29676,-0.66249
2.29,0.73169,0.82506,0.25459,-0.71906
2.3,0.73176,0.86141,0.20842,-0.77094
2.31,0.73181,0.89424,0.15872,-0.8179
2.32,0.73186,0.92319,0.106,-0.85971
2.33,0.73187,0.94794,0.050793,-0.89622
2.34,0.73186,0.96819,-0.0063316,-0.9273
2.35,0.73179,0.9837,-0.064802,-0.95287
2.36,0.73167,0.99425,-0.12403,-0.97288
2.37,0.73147,0.99966,-0.18344,-0.98734
2.38,0.73119,0.9998,-0.24243,-0.99629
2.39,0.73081,0.99458,-0.30044,-0.9998
2.4,0.73032,0.98396,-0.3569,-0.99798
2.41,0.72972,0.96797,-0.41127,-0.99096
2.42,0.72899,0.94664,-0.46304,-0.97893
